SESSION; TIME;RPM;THROT;L U SP;L D SP;TAR LB;TRAC %;SLIP%;
438 ;0:00.26 ;2416 ;0 ;1.4 ;11.7 ;0.850 ;0 ;735 ;
438 ;0:00.27 ;2417 ;0 ;1.4 ;11.7 ;0.850 ;0 ;735 ;
438 ;0:00.28 ;2436 ;0 ;1.4 ;11.8 ;0.850 ;0 ;742 ;
438 ;0:00.29 ;2456 ;0 ;1.4 ;11.9 ;0.850 ;0 ;750 ;
438 ;0:00.30 ;2456 ;0 ;1.4 ;11.9 ;0.850 ;0 ;750 ;
438 ;0:00.31 ;2402 ;0 ;1.4 ;11.6 ;0.850 ;0 ;728 ;
438 ;0:00.32 ;2319 ;0 ;1.4 ;11.2 ;0.850 ;0 ;700 ;
438 ;0:00.33 ;2225 ;0 ;1.4 ;10.8 ;0.850 ;0 ;671 ;
438 ;0:00.34 ;2234 ;0 ;1.4 ;10.8 ;0.850 ;0 ;671 ;
438 ;0:00.35 ;2234 ;0 ;1.4 ;10.8 ;0.850 ;0 ;671 ;
438 ;0:00.36 ;2258 ;0 ;1.4 ;10.9 ;0.850 ;0 ;678 ;
438 ;0:00.37 ;2267 ;0 ;1.4 ;11.0 ;0.850 ;0 ;685 ;
438 ;0:00.38 ;2245 ;0 ;1.4 ;10.9 ;0.850 ;0 ;678 ;
438 ;0:00.39 ;2245 ;0 ;1.4 ;10.9 ;0.850 ;0 ;678 ;
438 ;0:00.40 ;2204 ;0 ;1.4 ;10.7 ;0.850 ;0 ;664 ;
438 ;0:00.41 ;2163 ;0 ;1.4 ;10.5 ;0.850 ;0 ;650 ;
438 ;0:00.42 ;2161 ;0 ;1.4 ;10.5 ;0.850 ;0 ;650 ;
438 ;0:00.43 ;2161 ;0 ;1.4 ;10.5 ;0.850 ;0 ;650 ;
438 ;0:00.44 ;2170 ;0 ;1.4 ;10.5 ;0.850 ;0 ;650 ;
438 ;0:00.45 ;2222 ;0 ;1.4 ;10.8 ;0.850 ;0 ;671 ;
438 ;0:00.46 ;2222 ;0 ;1.4 ;10.8 ;0.850 ;0 ;671 ;
438 ;0:00.47 ;2130 ;0 ;1.4 ;10.3 ;0.850 ;0 ;635 ;
438 ;0:00.48 ;1972 ;0 ;1.4 ;9.5 ;0.850 ;0 ;578 ;
438 ;0:00.49 ;1891 ;0 ;1.4 ;9.1 ;0.850 ;0 ;550 ;
438 ;0:00.50 ;1891 ;0 ;1.4 ;9.1 ;0.850 ;0 ;550 ;
438 ;0:00.51 ;1945 ;0 ;1.4 ;9.4 ;0.850 ;0 ;571 ;
438 ;0:00.52 ;2029 ;0 ;1.4 ;9.8 ;0.850 ;0 ;600 ;
438 ;0:00.53 ;2029 ;0 ;1.4 ;9.8 ;0.850 ;0 ;600 ;
438 ;0:00.54 ;2091 ;0 ;1.4 ;10.1 ;0.850 ;0 ;621 ;
438 ;0:00.55 ;2089 ;0 ;1.4 ;10.1 ;0.850 ;0 ;621 ;
438 ;0:00.56 ;2089 ;0 ;1.4 ;10.1 ;0.850 ;0 ;621 ;
438 ;0:00.57 ;2023 ;0 ;2.5 ;9.8 ;0.850 ;0 ;292 ;
438 ;0:00.58 ;1889 ;0 ;2.5 ;9.1 ;0.850 ;0 ;264 ;
438 ;0:00.59 ;1889 ;0 ;2.5 ;9.1 ;0.850 ;0 ;264 ;
438 ;0:00.60 ;1828 ;0 ;2.5 ;8.8 ;0.850 ;0 ;252 ;
438 ;0:00.61 ;1869 ;0 ;2.5 ;9.0 ;0.850 ;0 ;260 ;
438 ;0:00.62 ;1869 ;0 ;2.5 ;9.0 ;0.850 ;0 ;260 ;
438 ;0:00.63 ;1944 ;0 ;2.5 ;9.4 ;0.850 ;0 ;276 ;
438 ;0:00.64 ;1944 ;0 ;2.5 ;9.4 ;0.850 ;0 ;276 ;
438 ;0:00.65 ;1994 ;0 ;2.5 ;9.6 ;0.850 ;0 ;284 ;
438 ;0:00.66 ;1987 ;0 ;2.5 ;9.6 ;0.850 ;0 ;284 ;
438 ;0:00.67 ;1987 ;0 ;2.5 ;9.6 ;0.850 ;0 ;284 ;
438 ;0:00.68 ;1905 ;0 ;2.5 ;9.2 ;0.850 ;0 ;268 ;
438 ;0:00.69 ;1939 ;0 ;2.5 ;9.4 ;0.850 ;0 ;276 ;
438 ;0:00.70 ;1939 ;0 ;2.5 ;9.4 ;0.850 ;0 ;276 ;
438 ;0:00.71 ;1859 ;0 ;2.5 ;9.0 ;0.850 ;0 ;260 ;
438 ;0:00.72 ;1812 ;0 ;2.5 ;8.8 ;0.850 ;0 ;252 ;
438 ;0:00.73 ;1812 ;0 ;2.5 ;8.8 ;0.850 ;0 ;252 ;
438 ;0:00.74 ;1870 ;0 ;2.5 ;9.0 ;0.850 ;0 ;260 ;
438 ;0:00.75 ;1870 ;0 ;2.5 ;9.0 ;0.850 ;0 ;260 ;
438 ;0:00.76 ;1879 ;0 ;2.5 ;9.1 ;0.850 ;0 ;264 ;
438 ;0:00.77 ;1916 ;0 ;3.2 ;9.3 ;0.850 ;0 ;190 ;
438 ;0:00.78 ;1916 ;0 ;3.2 ;9.3 ;0.850 ;0 ;190 ;
438 ;0:00.79 ;1876 ;0 ;3.2 ;9.1 ;0.850 ;0 ;184 ;
438 ;0:00.80 ;1826 ;0 ;3.2 ;8.8 ;0.850 ;0 ;175 ;
438 ;0:00.81 ;1826 ;0 ;3.2 ;8.8 ;0.850 ;0 ;175 ;
438 ;0:00.82 ;1877 ;0 ;3.2 ;9.1 ;0.850 ;0 ;184 ;
438 ;0:00.83 ;1877 ;0 ;3.2 ;9.1 ;0.850 ;0 ;184 ;
438 ;0:00.84 ;1821 ;0 ;3.2 ;8.8 ;0.850 ;0 ;175 ;
438 ;0:00.85 ;1828 ;0 ;3.2 ;8.8 ;0.850 ;0 ;175 ;
438 ;0:00.86 ;1828 ;0 ;3.2 ;8.8 ;0.850 ;0 ;175 ;
438 ;0:00.87 ;1828 ;0 ;3.2 ;8.8 ;0.850 ;0 ;175 ;
438 ;0:00.88 ;1828 ;0 ;3.2 ;9.0 ;0.850 ;0 ;181 ;
438 ;0:00.89 ;1868 ;0 ;3.5 ;9.0 ;0.850 ;0 ;157 ;
438 ;0:00.90 ;1896 ;0 ;3.5 ;9.2 ;0.850 ;0 ;162 ;
438 ;0:00.91 ;1896 ;0 ;3.5 ;9.2 ;0.850 ;0 ;162 ;
438 ;0:00.92 ;1836 ;0 ;3.5 ;8.9 ;0.850 ;0 ;154 ;
438 ;0:00.93 ;1831 ;0 ;3.5 ;8.9 ;0.850 ;0 ;154 ;
438 ;0:00.94 ;1831 ;0 ;3.5 ;8.9 ;0.850 ;0 ;154 ;
438 ;0:00.95 ;1896 ;0 ;3.5 ;9.2 ;0.850 ;0 ;162 ;
438 ;0:00.96 ;1896 ;0 ;3.5 ;9.2 ;0.850 ;0 ;162 ;
438 ;0:00.97 ;1897 ;0 ;3.5 ;9.2 ;0.850 ;0 ;162 ;
438 ;0:00.98 ;1935 ;0 ;4.1 ;9.4 ;0.850 ;0 ;129 ;
438 ;0:00.99 ;1935 ;0 ;4.1 ;9.4 ;0.850 ;0 ;129 ;
438 ;0:01.00 ;1931 ;0 ;4.1 ;9.3 ;0.850 ;0 ;126 ;
438 ;0:01.01 ;1958 ;0 ;4.1 ;9.5 ;0.850 ;0 ;131 ;
438 ;0:01.02 ;1958 ;0 ;4.1 ;9.5 ;0.850 ;0 ;131 ;
438 ;0:01.03 ;1960 ;0 ;4.1 ;9.5 ;0.850 ;0 ;131 ;
438 ;0:01.04 ;1932 ;0 ;4.1 ;9.3 ;0.850 ;0 ;126 ;
438 ;0:01.05 ;1932 ;0 ;4.1 ;9.3 ;0.850 ;0 ;126 ;
438 ;0:01.06 ;1960 ;0 ;4.5 ;9.5 ;0.850 ;0 ;111 ;
438 ;0:01.07 ;2023 ;0 ;4.5 ;9.8 ;0.850 ;0 ;117 ;
438 ;0:01.08 ;2023 ;0 ;4.5 ;9.8 ;0.850 ;0 ;117 ;
438 ;0:01.09 ;2043 ;0 ;4.5 ;9.9 ;0.850 ;0 ;120 ;
438 ;0:01.10 ;2081 ;0 ;4.5 ;10.1 ;0.850 ;0 ;124 ;
438 ;0:01.11 ;2081 ;0 ;4.5 ;10.1 ;0.850 ;0 ;124 ;
438 ;0:01.12 ;2068 ;0 ;4.5 ;10.0 ;0.850 ;0 ;122 ;
438 ;0:01.13 ;2080 ;0 ;4.6 ;10.1 ;0.850 ;0 ;119 ;
438 ;0:01.14 ;2080 ;0 ;4.6 ;10.1 ;0.850 ;0 ;119 ;
438 ;0:01.15 ;2094 ;0 ;4.6 ;10.1 ;0.850 ;0 ;119 ;
438 ;0:01.16 ;2084 ;0 ;4.6 ;10.1 ;0.850 ;0 ;119 ;
438 ;0:01.17 ;2084 ;0 ;4.6 ;10.1 ;0.850 ;0 ;119 ;
438 ;0:01.18 ;2106 ;0 ;4.6 ;10.2 ;0.850 ;0 ;121 ;
438 ;0:01.19 ;2152 ;0 ;5.0 ;10.4 ;0.850 ;0 ;108 ;
438 ;0:01.20 ;2152 ;0 ;5.0 ;10.4 ;0.850 ;0 ;108 ;
438 ;0:01.21 ;2137 ;0 ;5.0 ;10.3 ;0.850 ;0 ;106 ;
438 ;0:01.22 ;2152 ;0 ;5.0 ;10.4 ;0.850 ;0 ;108 ;
438 ;0:01.23 ;2172 ;0 ;5.0 ;10.5 ;0.850 ;0 ;110 ;
438 ;0:01.24 ;2172 ;0 ;5.0 ;10.5 ;0.850 ;0 ;110 ;
438 ;0:01.25 ;2211 ;0 ;5.0 ;10.7 ;0.850 ;0 ;114 ;
438 ;0:01.26 ;2201 ;0 ;5.2 ;10.7 ;0.850 ;0 ;105 ;
438 ;0:01.27 ;2201 ;0 ;5.2 ;10.3 ;0.850 ;0 ;98 ;
438 ;0:01.28 ;2136 ;0 ;5.2 ;10.3 ;0.850 ;0 ;98 ;
438 ;0:01.29 ;2131 ;0 ;5.2 ;10.3 ;0.850 ;0 ;98 ;
438 ;0:01.30 ;2178 ;0 ;5.2 ;10.5 ;0.850 ;0 ;101 ;
438 ;0:01.31 ;2178 ;0 ;5.5 ;10.5 ;0.850 ;0 ;90 ;
438 ;0:01.32 ;2221 ;0 ;5.5 ;10.7 ;0.850 ;0 ;94 ;
438 ;0:01.33 ;2258 ;0 ;5.5 ;10.9 ;0.850 ;0 ;98 ;
438 ;0:01.34 ;2219 ;0 ;5.5 ;10.7 ;0.850 ;0 ;94 ;
438 ;0:01.35 ;2219 ;0 ;5.5 ;10.7 ;0.850 ;0 ;94 ;
438 ;0:01.36 ;2230 ;0 ;5.5 ;10.8 ;0.850 ;0 ;96 ;
438 ;0:01.37 ;2192 ;0 ;5.6 ;10.6 ;0.850 ;0 ;89 ;
438 ;0:01.38 ;2194 ;0 ;5.6 ;10.6 ;0.850 ;0 ;89 ;
438 ;0:01.39 ;2194 ;0 ;5.6 ;10.6 ;0.850 ;0 ;89 ;
438 ;0:01.40 ;2251 ;0 ;5.6 ;10.9 ;0.850 ;0 ;94 ;
438 ;0:01.41 ;2318 ;0 ;5.6 ;11.2 ;0.850 ;0 ;100 ;
438 ;0:01.42 ;2318 ;0 ;6.1 ;11.2 ;0.850 ;0 ;83 ;
438 ;0:01.43 ;2320 ;0 ;6.1 ;11.2 ;0.850 ;0 ;83 ;
438 ;0:01.44 ;2320 ;0 ;6.1 ;11.2 ;0.850 ;0 ;83 ;
438 ;0:01.45 ;2321 ;0 ;6.1 ;11.2 ;0.850 ;0 ;83 ;
438 ;0:01.46 ;2370 ;0 ;6.1 ;11.5 ;0.850 ;0 ;88 ;
438 ;0:01.47 ;2370 ;0 ;6.1 ;11.5 ;0.850 ;0 ;88 ;
438 ;0:01.48 ;2365 ;0 ;6.3 ;11.4 ;0.850 ;0 ;80 ;
438 ;0:01.49 ;2368 ;0 ;6.3 ;11.5 ;0.850 ;0 ;82 ;
438 ;0:01.50 ;2390 ;0 ;6.3 ;11.6 ;0.850 ;0 ;84 ;
438 ;0:01.51 ;2446 ;0 ;6.3 ;11.8 ;0.850 ;0 ;87 ;
438 ;0:01.52 ;2446 ;0 ;6.5 ;11.8 ;0.850 ;0 ;81 ;
438 ;0:01.53 ;2471 ;0 ;6.5 ;12.0 ;0.850 ;0 ;84 ;
438 ;0:01.54 ;2517 ;0 ;6.5 ;12.2 ;0.850 ;0 ;87 ;
438 ;0:01.55 ;2552 ;0 ;6.5 ;12.4 ;0.850 ;0 ;90 ;
438 ;0:01.56 ;2582 ;0 ;6.5 ;12.5 ;0.850 ;0 ;92 ;
438 ;0:01.57 ;2582 ;0 ;6.6 ;12.5 ;0.850 ;0 ;89 ;
438 ;0:01.58 ;2595 ;0 ;6.6 ;12.6 ;0.850 ;0 ;90 ;
438 ;0:01.59 ;2580 ;0 ;6.6 ;12.5 ;0.850 ;0 ;89 ;
438 ;0:01.60 ;2588 ;0 ;6.6 ;12.5 ;0.850 ;0 ;89 ;
438 ;0:01.61 ;2633 ;0 ;6.6 ;12.8 ;0.850 ;0 ;93 ;
438 ;0:01.62 ;2649 ;0 ;6.7 ;12.8 ;0.850 ;0 ;91 ;
438 ;0:01.63 ;2687 ;0 ;6.7 ;13.0 ;0.850 ;0 ;94 ;
438 ;0:01.64 ;2729 ;0 ;6.7 ;13.2 ;0.850 ;0 ;97 ;
438 ;0:01.65 ;2729 ;0 ;6.7 ;13.2 ;0.850 ;0 ;97 ;
438 ;0:01.66 ;2780 ;0 ;7.1 ;13.5 ;0.850 ;0 ;90 ;
438 ;0:01.67 ;2791 ;0 ;7.1 ;13.5 ;0.850 ;0 ;90 ;
438 ;0:01.68 ;2781 ;0 ;7.1 ;13.5 ;0.850 ;0 ;90 ;
438 ;0:01.69 ;2792 ;0 ;7.1 ;13.5 ;0.850 ;0 ;90 ;
438 ;0:01.70 ;2825 ;0 ;7.2 ;13.7 ;0.850 ;0 ;90 ;
438 ;0:01.71 ;2863 ;0 ;7.2 ;13.9 ;0.850 ;0 ;93 ;
438 ;0:01.72 ;2907 ;0 ;7.2 ;14.1 ;0.850 ;0 ;95 ;
438 ;0:01.73 ;2940 ;0 ;7.2 ;14.2 ;0.850 ;0 ;97 ;
438 ;0:01.74 ;2970 ;0 ;7.4 ;14.4 ;0.850 ;0 ;94 ;
438 ;0:01.75 ;2981 ;0 ;7.4 ;14.4 ;0.850 ;0 ;94 ;
438 ;0:01.76 ;2986 ;0 ;7.4 ;14.5 ;0.850 ;0 ;95 ;
438 ;0:01.77 ;3024 ;0 ;7.4 ;14.7 ;0.850 ;0 ;98 ;
438 ;0:01.78 ;3051 ;0 ;8.0 ;14.8 ;0.850 ;0 ;85 ;
438 ;0:01.79 ;3077 ;0 ;8.0 ;14.9 ;0.850 ;0 ;86 ;
438 ;0:01.80 ;3116 ;0 ;8.0 ;15.1 ;0.850 ;0 ;88 ;
438 ;0:01.81 ;3128 ;0 ;8.0 ;15.2 ;0.850 ;0 ;90 ;
438 ;0:01.82 ;3164 ;0 ;7.8 ;15.3 ;0.850 ;0 ;96 ;
438 ;0:01.83 ;3167 ;0 ;7.8 ;15.3 ;0.850 ;0 ;96 ;
438 ;0:01.84 ;3173 ;0 ;7.8 ;15.4 ;0.850 ;0 ;97 ;
438 ;0:01.85 ;3202 ;0 ;7.8 ;15.5 ;0.850 ;0 ;98 ;
438 ;0:01.86 ;3213 ;0 ;8.2 ;15.6 ;0.850 ;0 ;90 ;
438 ;0:01.87 ;3226 ;0 ;8.2 ;15.6 ;0.850 ;0 ;90 ;
438 ;0:01.88 ;3265 ;0 ;8.2 ;15.8 ;0.850 ;0 ;92 ;
438 ;0:01.89 ;3284 ;0 ;8.2 ;15.9 ;0.850 ;0 ;93 ;
438 ;0:01.90 ;3344 ;0 ;8.6 ;16.2 ;0.850 ;0 ;88 ;
438 ;0:01.91 ;3383 ;0 ;8.6 ;16.4 ;0.850 ;0 ;90 ;
438 ;0:01.92 ;3421 ;0 ;8.6 ;16.6 ;0.850 ;0 ;93 ;
438 ;0:01.93 ;3435 ;0 ;8.6 ;16.7 ;0.850 ;0 ;94 ;
438 ;0:01.94 ;3439 ;0 ;8.6 ;16.7 ;0.850 ;0 ;94 ;
438 ;0:01.95 ;3458 ;0 ;8.6 ;16.8 ;0.850 ;0 ;95 ;
438 ;0:01.96 ;3469 ;0 ;8.6 ;16.8 ;0.850 ;0 ;95 ;
438 ;0:01.97 ;3500 ;0 ;8.9 ;17.0 ;0.850 ;0 ;91 ;
438 ;0:01.98 ;3523 ;0 ;8.9 ;17.1 ;0.850 ;0 ;92 ;
438 ;0:01.99 ;3562 ;0 ;8.9 ;17.3 ;0.850 ;0 ;94 ;
438 ;0:02.00 ;3583 ;0 ;9.4 ;17.4 ;0.850 ;0 ;85 ;
438 ;0:02.01 ;3589 ;0 ;9.4 ;17.4 ;0.850 ;0 ;85 ;
438 ;0:02.02 ;3630 ;0 ;9.4 ;17.6 ;0.850 ;0 ;87 ;
438 ;0:02.03 ;3631 ;0 ;8.9 ;17.6 ;0.850 ;0 ;97 ;
438 ;0:02.04 ;3655 ;0 ;8.9 ;17.7 ;0.850 ;0 ;98 ;
438 ;0:02.05 ;3670 ;0 ;8.9 ;17.8 ;0.850 ;0 ;100 ;
438 ;0:02.06 ;3690 ;0 ;8.9 ;17.9 ;0.850 ;0 ;101 ;
438 ;0:02.07 ;3692 ;0 ;9.7 ;17.9 ;0.850 ;0 ;84 ;
438 ;0:02.08 ;3744 ;0 ;9.7 ;18.2 ;0.850 ;0 ;87 ;
438 ;0:02.09 ;3781 ;0 ;9.7 ;18.3 ;0.850 ;0 ;88 ;
438 ;0:02.10 ;3832 ;0 ;9.5 ;18.6 ;0.850 ;0 ;95 ;
438 ;0:02.11 ;3869 ;0 ;9.5 ;18.8 ;0.850 ;0 ;97 ;
438 ;0:02.12 ;3883 ;0 ;9.5 ;18.8 ;0.850 ;0 ;97 ;
438 ;0:02.13 ;3867 ;0 ;9.3 ;18.8 ;0.850 ;0 ;102 ;
438 ;0:02.14 ;3878 ;0 ;9.3 ;18.8 ;0.850 ;0 ;102 ;
438 ;0:02.15 ;3964 ;0 ;9.3 ;19.2 ;0.850 ;0 ;106 ;
438 ;0:02.16 ;4010 ;0 ;9.1 ;19.4 ;0.850 ;0 ;113 ;
438 ;0:02.17 ;4012 ;0 ;9.1 ;19.5 ;0.850 ;0 ;114 ;
438 ;0:02.18 ;3968 ;0 ;9.1 ;19.2 ;0.850 ;0 ;110 ;
438 ;0:02.19 ;3938 ;0 ;10.0 ;19.1 ;0.850 ;0 ;91 ;
438 ;0:02.20 ;3934 ;0 ;10.0 ;19.1 ;0.850 ;0 ;91 ;
438 ;0:02.21 ;3994 ;0 ;10.0 ;19.4 ;0.850 ;0 ;94 ;
438 ;0:02.22 ;4029 ;0 ;9.7 ;19.5 ;0.850 ;0 ;101 ;
438 ;0:02.23 ;4061 ;0 ;9.7 ;19.7 ;0.850 ;0 ;103 ;
438 ;0:02.24 ;4027 ;0 ;9.7 ;19.5 ;0.850 ;0 ;101 ;
438 ;0:02.25 ;3980 ;0 ;9.8 ;19.3 ;0.850 ;0 ;96 ;
438 ;0:02.26 ;3971 ;0 ;9.8 ;19.3 ;0.850 ;0 ;96 ;
438 ;0:02.27 ;4043 ;0 ;9.8 ;19.6 ;0.850 ;0 ;100 ;
438 ;0:02.28 ;4080 ;0 ;9.8 ;19.8 ;0.850 ;0 ;102 ;
438 ;0:02.29 ;4101 ;0 ;9.8 ;19.9 ;0.850 ;0 ;103 ;
438 ;0:02.30 ;4054 ;0 ;9.8 ;19.7 ;0.850 ;0 ;101 ;
438 ;0:02.31 ;4041 ;0 ;9.7 ;19.6 ;0.850 ;0 ;102 ;
438 ;0:02.32 ;4059 ;0 ;9.7 ;19.7 ;0.850 ;0 ;103 ;
438 ;0:02.33 ;4108 ;0 ;9.7 ;19.9 ;0.850 ;0 ;105 ;
438 ;0:02.34 ;4116 ;0 ;10.0 ;20.0 ;0.850 ;0 ;100 ;
438 ;0:02.35 ;4105 ;0 ;10.0 ;19.9 ;0.850 ;0 ;99 ;
438 ;0:02.36 ;4052 ;0 ;10.0 ;19.7 ;0.850 ;0 ;97 ;
438 ;0:02.37 ;4045 ;0 ;9.8 ;19.6 ;0.850 ;0 ;100 ;
438 ;0:02.38 ;4074 ;0 ;9.8 ;19.8 ;0.850 ;0 ;102 ;
438 ;0:02.39 ;4071 ;0 ;9.8 ;19.7 ;0.850 ;0 ;101 ;
438 ;0:02.40 ;4073 ;0 ;9.8 ;19.8 ;0.850 ;0 ;102 ;
438 ;0:02.41 ;4021 ;0 ;9.8 ;19.5 ;0.850 ;0 ;98 ;
438 ;0:02.42 ;3997 ;0 ;9.8 ;19.4 ;0.850 ;0 ;97 ;
438 ;0:02.43 ;3999 ;0 ;10.4 ;19.4 ;0.850 ;0 ;86 ;
438 ;0:02.44 ;3998 ;0 ;10.4 ;19.4 ;0.850 ;0 ;86 ;
438 ;0:02.45 ;3969 ;0 ;10.4 ;19.2 ;0.850 ;0 ;84 ;
438 ;0:02.46 ;3952 ;0 ;9.8 ;19.2 ;0.850 ;0 ;95 ;
438 ;0:02.47 ;3921 ;0 ;9.8 ;19.0 ;0.850 ;0 ;93 ;
438 ;0:02.48 ;3888 ;0 ;9.8 ;18.9 ;0.850 ;0 ;92 ;
438 ;0:02.49 ;3895 ;0 ;10.2 ;18.9 ;0.850 ;0 ;85 ;
438 ;0:02.50 ;3882 ;0 ;10.2 ;18.8 ;0.850 ;0 ;84 ;
438 ;0:02.51 ;3858 ;0 ;10.2 ;18.7 ;0.850 ;0 ;83 ;
438 ;0:02.52 ;3832 ;0 ;10.4 ;18.6 ;0.850 ;0 ;78 ;
438 ;0:02.53 ;3788 ;0 ;10.4 ;18.4 ;0.850 ;0 ;76 ;
438 ;0:02.54 ;3778 ;0 ;10.4 ;18.3 ;0.850 ;0 ;75 ;
438 ;0:02.55 ;3797 ;0 ;10.1 ;18.4 ;0.850 ;0 ;82 ;
438 ;0:02.56 ;3793 ;0 ;10.1 ;18.4 ;0.850 ;0 ;82 ;
438 ;0:02.57 ;3770 ;0 ;10.4 ;18.3 ;0.850 ;0 ;75 ;
438 ;0:02.58 ;3703 ;0 ;10.4 ;18.0 ;0.850 ;0 ;73 ;
438 ;0:02.59 ;3679 ;0 ;10.4 ;17.8 ;0.850 ;0 ;71 ;
438 ;0:02.60 ;3694 ;0 ;10.6 ;17.9 ;0.850 ;0 ;68 ;
438 ;0:02.61 ;3677 ;0 ;10.6 ;17.8 ;0.850 ;0 ;67 ;
438 ;0:02.62 ;3709 ;0 ;10.6 ;18.0 ;0.850 ;0 ;69 ;
438 ;0:02.63 ;3694 ;0 ;10.2 ;17.9 ;0.850 ;0 ;75 ;
438 ;0:02.64 ;3667 ;0 ;10.2 ;17.8 ;0.850 ;0 ;74 ;
438 ;0:02.65 ;3670 ;0 ;10.2 ;17.8 ;0.850 ;0 ;74 ;
438 ;0:02.66 ;3653 ;0 ;10.7 ;17.8 ;0.850 ;0 ;66 ;
438 ;0:02.67 ;3657 ;0 ;10.7 ;17.7 ;0.850 ;0 ;65 ;
438 ;0:02.68 ;3656 ;0 ;10.7 ;17.7 ;0.850 ;0 ;65 ;
438 ;0:02.69 ;3664 ;0 ;10.1 ;17.8 ;0.850 ;0 ;76 ;
438 ;0:02.70 ;3675 ;0 ;10.1 ;17.8 ;0.850 ;0 ;76 ;
438 ;0:02.71 ;3646 ;0 ;10.1 ;17.7 ;0.850 ;0 ;75 ;
438 ;0:02.72 ;3614 ;0 ;10.6 ;17.5 ;0.850 ;0 ;65 ;
438 ;0:02.73 ;3614 ;0 ;10.6 ;17.5 ;0.850 ;0 ;65 ;
438 ;0:02.74 ;3607 ;0 ;10.1 ;17.5 ;0.850 ;0 ;73 ;
438 ;0:02.75 ;3616 ;0 ;10.1 ;17.5 ;0.850 ;0 ;73 ;
438 ;0:02.76 ;3609 ;0 ;10.1 ;17.5 ;0.850 ;0 ;73 ;
438 ;0:02.77 ;3584 ;0 ;10.6 ;17.4 ;0.850 ;0 ;64 ;
438 ;0:02.78 ;3573 ;0 ;10.6 ;17.3 ;0.850 ;0 ;63 ;
438 ;0:02.79 ;3597 ;0 ;10.6 ;17.4 ;0.850 ;0 ;64 ;
438 ;0:02.80 ;3610 ;0 ;11.0 ;17.5 ;0.850 ;0 ;59 ;
438 ;0:02.81 ;3614 ;0 ;11.0 ;17.5 ;0.850 ;0 ;59 ;
438 ;0:02.82 ;3609 ;0 ;11.0 ;17.5 ;0.850 ;0 ;59 ;
438 ;0:02.83 ;3607 ;0 ;10.6 ;17.5 ;0.850 ;0 ;65 ;
438 ;0:02.84 ;3578 ;0 ;10.6 ;17.3 ;0.850 ;0 ;63 ;
438 ;0:02.85 ;3563 ;0 ;10.6 ;17.3 ;0.850 ;0 ;63 ;
438 ;0:02.86 ;3545 ;0 ;10.7 ;17.2 ;0.850 ;0 ;60 ;
438 ;0:02.87 ;3492 ;0 ;10.7 ;16.9 ;0.850 ;0 ;57 ;
438 ;0:02.88 ;3484 ;0 ;10.8 ;16.9 ;0.850 ;0 ;56 ;
438 ;0:02.89 ;3465 ;0 ;10.8 ;16.8 ;0.850 ;0 ;55 ;
