SESSION; TIME;RPM;THROT;L U SP;L D SP;TAR LB;TRAC %;SLIP%;
439 ;0:00.37 ;2746 ;0 ;6.4 ;13.3 ;0.850 ;0 ;107 ;
439 ;0:00.38 ;2713 ;0 ;6.4 ;13.1 ;0.850 ;0 ;104 ;
439 ;0:00.39 ;2740 ;0 ;7.3 ;13.3 ;0.850 ;0 ;82 ;
439 ;0:00.40 ;2781 ;0 ;7.3 ;13.5 ;0.850 ;0 ;84 ;
439 ;0:00.41 ;2781 ;0 ;7.3 ;13.5 ;0.850 ;0 ;84 ;
439 ;0:00.42 ;2814 ;0 ;7.3 ;13.6 ;0.850 ;0 ;86 ;
439 ;0:00.43 ;2830 ;0 ;7.9 ;13.7 ;0.850 ;0 ;73 ;
439 ;0:00.44 ;2783 ;0 ;7.9 ;13.5 ;0.850 ;0 ;70 ;
439 ;0:00.45 ;2791 ;0 ;7.9 ;13.5 ;0.850 ;0 ;70 ;
439 ;0:00.46 ;2758 ;0 ;7.9 ;13.4 ;0.850 ;0 ;69 ;
439 ;0:00.47 ;2724 ;0 ;7.9 ;13.2 ;0.850 ;0 ;67 ;
439 ;0:00.48 ;2746 ;0 ;7.9 ;13.3 ;0.850 ;0 ;68 ;
439 ;0:00.49 ;2798 ;0 ;7.9 ;13.6 ;0.850 ;0 ;72 ;
439 ;0:00.50 ;2822 ;0 ;7.9 ;13.7 ;0.850 ;0 ;73 ;
439 ;0:00.51 ;2812 ;0 ;8.8 ;13.6 ;0.850 ;0 ;54 ;
439 ;0:00.52 ;2777 ;0 ;8.8 ;13.5 ;0.850 ;0 ;53 ;
439 ;0:00.53 ;2780 ;0 ;8.8 ;13.5 ;0.850 ;0 ;53 ;
439 ;0:00.54 ;2789 ;0 ;9.0 ;13.5 ;0.850 ;0 ;50 ;
439 ;0:00.55 ;2789 ;0 ;9.0 ;13.5 ;0.850 ;0 ;50 ;
439 ;0:00.56 ;2818 ;0 ;9.0 ;13.7 ;0.850 ;0 ;52 ;
439 ;0:00.57 ;2817 ;0 ;9.0 ;13.6 ;0.850 ;0 ;51 ;
439 ;0:00.58 ;2849 ;0 ;9.1 ;13.8 ;0.850 ;0 ;51 ;
439 ;0:00.59 ;2840 ;0 ;9.1 ;13.8 ;0.850 ;0 ;51 ;
439 ;0:00.60 ;2783 ;0 ;9.1 ;13.5 ;0.850 ;0 ;48 ;
439 ;0:00.61 ;2764 ;0 ;9.3 ;13.4 ;0.850 ;0 ;44 ;
439 ;0:00.62 ;2802 ;0 ;9.3 ;13.6 ;0.850 ;0 ;46 ;
439 ;0:00.63 ;2834 ;0 ;9.3 ;13.7 ;0.850 ;0 ;47 ;
439 ;0:00.64 ;2871 ;0 ;10.2 ;13.9 ;0.850 ;0 ;36 ;
439 ;0:00.65 ;2834 ;0 ;10.2 ;13.7 ;0.850 ;0 ;34 ;
439 ;0:00.66 ;2829 ;0 ;10.2 ;13.7 ;0.850 ;0 ;34 ;
439 ;0:00.67 ;2804 ;0 ;10.2 ;13.6 ;0.850 ;0 ;33 ;
439 ;0:00.68 ;2768 ;0 ;10.2 ;13.4 ;0.850 ;0 ;31 ;
439 ;0:00.69 ;2783 ;0 ;10.2 ;13.5 ;0.850 ;0 ;32 ;
439 ;0:00.70 ;2822 ;0 ;10.5 ;13.7 ;0.850 ;0 ;30 ;
439 ;0:00.71 ;2822 ;0 ;10.5 ;13.7 ;0.850 ;0 ;30 ;
439 ;0:00.72 ;2837 ;0 ;10.5 ;13.7 ;0.850 ;0 ;30 ;
439 ;0:00.73 ;2855 ;0 ;10.6 ;13.8 ;0.850 ;0 ;30 ;
439 ;0:00.74 ;2813 ;0 ;10.6 ;13.6 ;0.850 ;0 ;28 ;
439 ;0:00.75 ;2817 ;0 ;10.6 ;13.6 ;0.850 ;0 ;28 ;
439 ;0:00.76 ;2807 ;0 ;11.3 ;13.6 ;0.850 ;0 ;20 ;
439 ;0:00.77 ;2796 ;0 ;11.3 ;13.5 ;0.850 ;0 ;19 ;
439 ;0:00.78 ;2808 ;0 ;11.3 ;13.6 ;0.850 ;0 ;20 ;
439 ;0:00.79 ;2847 ;0 ;10.6 ;13.8 ;0.850 ;0 ;30 ;
439 ;0:00.80 ;2868 ;0 ;10.6 ;13.9 ;0.850 ;0 ;31 ;
439 ;0:00.81 ;2873 ;0 ;11.5 ;13.9 ;0.850 ;0 ;20 ;
439 ;0:00.82 ;2828 ;0 ;11.5 ;13.7 ;0.850 ;0 ;19 ;
439 ;0:00.83 ;2821 ;0 ;11.5 ;13.7 ;0.850 ;0 ;19 ;
439 ;0:00.84 ;2839 ;0 ;11.2 ;13.8 ;0.850 ;0 ;23 ;
439 ;0:00.85 ;2868 ;0 ;11.2 ;13.9 ;0.850 ;0 ;24 ;
439 ;0:00.86 ;2897 ;0 ;11.2 ;14.0 ;0.850 ;0 ;25 ;
439 ;0:00.87 ;2937 ;0 ;12.1 ;14.2 ;0.850 ;0 ;17 ;
439 ;0:00.88 ;2937 ;0 ;12.1 ;14.1 ;0.850 ;0 ;16 ;
439 ;0:00.89 ;2918 ;0 ;11.7 ;14.0 ;0.850 ;0 ;19 ;
439 ;0:00.90 ;2889 ;0 ;11.7 ;13.7 ;0.850 ;0 ;17 ;
439 ;0:00.91 ;2832 ;0 ;11.7 ;13.7 ;0.850 ;0 ;17 ;
439 ;0:00.92 ;2829 ;0 ;12.2 ;13.7 ;0.850 ;0 ;12 ;
439 ;0:00.93 ;2861 ;0 ;12.2 ;13.9 ;0.850 ;0 ;13 ;
439 ;0:00.94 ;2900 ;0 ;12.6 ;14.0 ;0.850 ;0 ;11 ;
439 ;0:00.95 ;2909 ;0 ;12.6 ;14.1 ;0.850 ;0 ;11 ;
439 ;0:00.96 ;2914 ;0 ;12.6 ;14.1 ;0.850 ;0 ;11 ;
439 ;0:00.97 ;2886 ;0 ;12.3 ;14.0 ;0.850 ;0 ;13 ;
439 ;0:00.98 ;2874 ;0 ;12.3 ;13.9 ;0.850 ;0 ;13 ;
439 ;0:00.99 ;2858 ;0 ;12.7 ;13.8 ;0.850 ;0 ;8 ;
439 ;0:01.00 ;2887 ;0 ;12.7 ;14.0 ;0.850 ;0 ;10 ;
439 ;0:01.01 ;2904 ;0 ;13.3 ;14.1 ;0.850 ;0 ;6 ;
439 ;0:01.02 ;2902 ;0 ;13.3 ;14.1 ;0.850 ;0 ;6 ;
439 ;0:01.03 ;2902 ;0 ;13.3 ;14.1 ;0.850 ;0 ;6 ;
439 ;0:01.04 ;2913 ;0 ;12.2 ;14.1 ;0.850 ;0 ;15 ;
439 ;0:01.05 ;2907 ;0 ;12.2 ;14.1 ;0.850 ;0 ;15 ;
439 ;0:01.06 ;2913 ;0 ;13.3 ;14.1 ;0.850 ;0 ;6 ;
439 ;0:01.07 ;2874 ;0 ;13.3 ;13.9 ;0.850 ;0 ;4 ;
439 ;0:01.08 ;2869 ;0 ;12.9 ;13.9 ;0.850 ;0 ;7 ;
439 ;0:01.09 ;2895 ;0 ;12.9 ;14.0 ;0.850 ;0 ;8 ;
439 ;0:01.10 ;2896 ;0 ;12.8 ;14.0 ;0.850 ;0 ;9 ;
439 ;0:01.11 ;2897 ;0 ;12.8 ;14.0 ;0.850 ;0 ;9 ;
439 ;0:01.12 ;2918 ;0 ;12.8 ;14.1 ;0.850 ;0 ;10 ;
439 ;0:01.13 ;2907 ;0 ;13.1 ;14.1 ;0.850 ;0 ;7 ;
439 ;0:01.14 ;2909 ;0 ;13.1 ;14.1 ;0.850 ;0 ;7 ;
439 ;0:01.15 ;2880 ;0 ;13.7 ;14.0 ;0.850 ;0 ;2 ;
439 ;0:01.16 ;2894 ;0 ;13.7 ;14.0 ;0.850 ;0 ;2 ;
439 ;0:01.17 ;2894 ;0 ;13.3 ;14.1 ;0.850 ;0 ;6 ;
439 ;0:01.18 ;2914 ;0 ;13.3 ;14.1 ;0.850 ;0 ;6 ;
439 ;0:01.19 ;2916 ;0 ;13.9 ;14.1 ;0.850 ;0 ;1 ;
439 ;0:01.20 ;2911 ;0 ;13.9 ;14.1 ;0.850 ;0 ;1 ;
439 ;0:01.21 ;2911 ;0 ;13.9 ;14.1 ;0.850 ;0 ;1 ;
439 ;0:01.22 ;2866 ;0 ;14.2 ;13.9 ;0.850 ;0 ;-2 ;
439 ;0:01.23 ;2852 ;0 ;14.2 ;13.8 ;0.850 ;0 ;-2 ;
439 ;0:01.24 ;2849 ;0 ;13.8 ;13.8 ;0.850 ;0 ;0 ;
439 ;0:01.25 ;2874 ;0 ;13.8 ;13.9 ;0.850 ;0 ;0 ;
439 ;0:01.26 ;2890 ;0 ;13.8 ;14.0 ;0.850 ;0 ;1 ;
439 ;0:01.27 ;2857 ;0 ;13.8 ;13.8 ;0.850 ;0 ;0 ;
439 ;0:01.28 ;2819 ;0 ;13.3 ;13.7 ;0.850 ;0 ;3 ;
439 ;0:01.29 ;2825 ;0 ;13.3 ;13.7 ;0.850 ;0 ;3 ;
439 ;0:01.30 ;2832 ;0 ;14.3 ;13.7 ;0.850 ;0 ;-4 ;
439 ;0:01.31 ;2850 ;0 ;14.3 ;13.8 ;0.850 ;0 ;-3 ;
439 ;0:01.32 ;2843 ;0 ;14.4 ;13.8 ;0.850 ;0 ;-4 ;
439 ;0:01.33 ;2870 ;0 ;14.4 ;13.9 ;0.850 ;0 ;-3 ;
439 ;0:01.34 ;2836 ;0 ;13.7 ;13.7 ;0.850 ;0 ;0 ;
439 ;0:01.35 ;2770 ;0 ;13.7 ;13.4 ;0.850 ;0 ;-2 ;
439 ;0:01.36 ;2758 ;0 ;14.4 ;13.4 ;0.850 ;0 ;-6 ;
439 ;0:01.37 ;2808 ;0 ;14.4 ;13.6 ;0.850 ;0 ;-5 ;
439 ;0:01.38 ;2808 ;0 ;14.7 ;13.7 ;0.850 ;0 ;-6 ;
439 ;0:01.39 ;2837 ;0 ;14.7 ;13.7 ;0.850 ;0 ;-6 ;
439 ;0:01.40 ;2856 ;0 ;14.5 ;13.8 ;0.850 ;0 ;-4 ;
439 ;0:01.41 ;2829 ;0 ;14.5 ;13.7 ;0.850 ;0 ;-5 ;
439 ;0:01.42 ;2794 ;0 ;14.9 ;13.5 ;0.850 ;0 ;-9 ;
439 ;0:01.43 ;2777 ;0 ;14.9 ;13.5 ;0.850 ;0 ;-9 ;
439 ;0:01.44 ;2768 ;0 ;15.3 ;13.4 ;0.850 ;0 ;-12 ;
439 ;0:01.45 ;2776 ;0 ;15.3 ;13.4 ;0.850 ;0 ;-12 ;
439 ;0:01.46 ;2817 ;0 ;14.2 ;13.6 ;0.850 ;0 ;-4 ;
439 ;0:01.47 ;2802 ;0 ;14.2 ;13.6 ;0.850 ;0 ;-4 ;
439 ;0:01.48 ;2783 ;0 ;14.9 ;13.5 ;0.850 ;0 ;-9 ;
439 ;0:01.49 ;2758 ;0 ;14.9 ;13.4 ;0.850 ;0 ;-10 ;
439 ;0:01.50 ;2794 ;0 ;15.1 ;13.5 ;0.850 ;0 ;-10 ;
439 ;0:01.51 ;2812 ;0 ;15.1 ;13.6 ;0.850 ;0 ;-9 ;
439 ;0:01.52 ;2817 ;0 ;14.4 ;13.6 ;0.850 ;0 ;-5 ;
439 ;0:01.53 ;2817 ;0 ;14.4 ;13.6 ;0.850 ;0 ;-5 ;
439 ;0:01.54 ;2813 ;0 ;15.0 ;13.6 ;0.850 ;0 ;-9 ;
439 ;0:01.55 ;2800 ;0 ;15.0 ;13.6 ;0.850 ;0 ;-9 ;
439 ;0:01.56 ;2783 ;0 ;15.3 ;13.5 ;0.850 ;0 ;-11 ;
439 ;0:01.57 ;2779 ;0 ;15.3 ;13.5 ;0.850 ;0 ;-11 ;
439 ;0:01.58 ;2771 ;0 ;15.3 ;13.4 ;0.850 ;0 ;-12 ;
439 ;0:01.59 ;2797 ;0 ;15.3 ;13.5 ;0.850 ;0 ;-11 ;
439 ;0:01.60 ;2784 ;0 ;15.6 ;13.5 ;0.850 ;0 ;-13 ;
439 ;0:01.61 ;2774 ;0 ;15.6 ;13.4 ;0.850 ;0 ;-14 ;
439 ;0:01.62 ;2768 ;0 ;16.0 ;13.4 ;0.850 ;0 ;-16 ;
439 ;0:01.63 ;2805 ;0 ;16.0 ;13.6 ;0.850 ;0 ;-15 ;
439 ;0:01.64 ;2783 ;0 ;15.5 ;13.5 ;0.850 ;0 ;-12 ;
439 ;0:01.65 ;2754 ;0 ;15.5 ;13.3 ;0.850 ;0 ;-14 ;
439 ;0:01.66 ;2748 ;0 ;15.7 ;13.3 ;0.850 ;0 ;-15 ;
439 ;0:01.67 ;2748 ;0 ;15.7 ;13.5 ;0.850 ;0 ;-14 ;
439 ;0:01.68 ;2794 ;0 ;15.1 ;13.5 ;0.850 ;0 ;-10 ;
439 ;0:01.69 ;2830 ;0 ;15.1 ;13.7 ;0.850 ;0 ;-9 ;
439 ;0:01.70 ;2837 ;0 ;15.8 ;13.7 ;0.850 ;0 ;-13 ;
439 ;0:01.71 ;2821 ;0 ;16.0 ;13.7 ;0.850 ;0 ;-14 ;
439 ;0:01.72 ;2761 ;0 ;16.0 ;13.4 ;0.850 ;0 ;-16 ;
439 ;0:01.73 ;2701 ;0 ;15.8 ;13.1 ;0.850 ;0 ;-17 ;
439 ;0:01.74 ;2700 ;0 ;15.8 ;13.1 ;0.850 ;0 ;-17 ;
439 ;0:01.75 ;2714 ;0 ;16.5 ;13.1 ;0.850 ;0 ;-20 ;
439 ;0:01.76 ;2752 ;0 ;16.5 ;13.3 ;0.850 ;0 ;-19 ;
439 ;0:01.77 ;2758 ;0 ;17.0 ;13.4 ;0.850 ;0 ;-21 ;
439 ;0:01.78 ;2739 ;0 ;17.0 ;13.3 ;0.850 ;0 ;-21 ;
439 ;0:01.79 ;2699 ;0 ;15.9 ;13.1 ;0.850 ;0 ;-17 ;
439 ;0:01.80 ;2699 ;0 ;16.7 ;13.2 ;0.850 ;0 ;-20 ;
439 ;0:01.81 ;2722 ;0 ;16.7 ;13.2 ;0.850 ;0 ;-20 ;
439 ;0:01.82 ;2645 ;0 ;17.5 ;12.8 ;0.850 ;0 ;-26 ;
439 ;0:01.83 ;2592 ;0 ;17.5 ;12.6 ;0.850 ;0 ;-28 ;
439 ;0:01.84 ;2604 ;0 ;15.8 ;12.6 ;0.850 ;0 ;-20 ;
439 ;0:01.85 ;2656 ;0 ;15.8 ;12.9 ;0.850 ;0 ;-18 ;
439 ;0:01.86 ;2699 ;0 ;16.7 ;13.1 ;0.850 ;0 ;-21 ;
439 ;0:01.87 ;2681 ;0 ;16.7 ;13.0 ;0.850 ;0 ;-22 ;
439 ;0:01.88 ;2640 ;0 ;16.7 ;12.8 ;0.850 ;0 ;-23 ;
439 ;0:01.89 ;2640 ;0 ;16.6 ;12.8 ;0.850 ;0 ;-22 ;
439 ;0:01.90 ;2623 ;0 ;16.6 ;12.7 ;0.850 ;0 ;-23 ;
439 ;0:01.91 ;2558 ;0 ;16.8 ;12.4 ;0.850 ;0 ;-26 ;
439 ;0:01.92 ;2522 ;0 ;16.8 ;12.2 ;0.850 ;0 ;-27 ;
439 ;0:01.93 ;2546 ;0 ;16.8 ;12.3 ;0.850 ;0 ;-26 ;
439 ;0:01.94 ;2592 ;0 ;16.8 ;12.6 ;0.850 ;0 ;-25 ;
439 ;0:01.95 ;2618 ;0 ;17.4 ;12.7 ;0.850 ;0 ;-27 ;
439 ;0:01.96 ;2618 ;0 ;17.2 ;12.7 ;0.850 ;0 ;-26 ;
439 ;0:01.97 ;2626 ;0 ;17.2 ;12.7 ;0.850 ;0 ;-26 ;
439 ;0:01.98 ;2566 ;0 ;17.9 ;12.4 ;0.850 ;0 ;-30 ;
439 ;0:01.99 ;2570 ;0 ;17.9 ;12.4 ;0.850 ;0 ;-30 ;
439 ;0:02.00 ;2559 ;0 ;17.1 ;12.4 ;0.850 ;0 ;-27 ;
439 ;0:02.01 ;2541 ;0 ;16.9 ;12.3 ;0.850 ;0 ;-27 ;
439 ;0:02.02 ;2561 ;0 ;16.9 ;12.4 ;0.850 ;0 ;-26 ;
439 ;0:02.03 ;2619 ;0 ;17.3 ;12.7 ;0.850 ;0 ;-26 ;
439 ;0:02.04 ;2619 ;0 ;17.3 ;12.7 ;0.850 ;0 ;-26 ;
439 ;0:02.05 ;2577 ;0 ;17.2 ;12.5 ;0.850 ;0 ;-27 ;
439 ;0:02.06 ;2527 ;0 ;17.2 ;12.2 ;0.850 ;0 ;-29 ;
439 ;0:02.07 ;2485 ;0 ;18.2 ;12.0 ;0.850 ;0 ;-34 ;
439 ;0:02.08 ;2513 ;0 ;17.1 ;12.2 ;0.850 ;0 ;-28 ;
439 ;0:02.09 ;2549 ;0 ;17.1 ;12.3 ;0.850 ;0 ;-28 ;
439 ;0:02.10 ;2549 ;0 ;18.6 ;12.3 ;0.850 ;0 ;-33 ;
439 ;0:02.11 ;2528 ;0 ;18.6 ;12.2 ;0.850 ;0 ;-34 ;
439 ;0:02.12 ;2525 ;0 ;17.9 ;12.2 ;0.850 ;0 ;-31 ;
439 ;0:02.13 ;2533 ;0 ;17.5 ;12.3 ;0.850 ;0 ;-29 ;
439 ;0:02.14 ;2464 ;0 ;17.5 ;11.9 ;0.850 ;0 ;-32 ;
439 ;0:02.15 ;2445 ;0 ;19.5 ;11.8 ;0.850 ;0 ;-39 ;
439 ;0:02.16 ;2445 ;0 ;18.5 ;11.8 ;0.850 ;0 ;-36 ;
439 ;0:02.17 ;2431 ;0 ;18.5 ;11.8 ;0.850 ;0 ;-36 ;
439 ;0:02.18 ;2451 ;0 ;17.7 ;11.9 ;0.850 ;0 ;-32 ;
439 ;0:02.19 ;2453 ;0 ;17.7 ;11.9 ;0.850 ;0 ;-32 ;
439 ;0:02.20 ;2442 ;0 ;18.6 ;11.8 ;0.850 ;0 ;-36 ;
439 ;0:02.21 ;2439 ;0 ;17.5 ;11.8 ;0.850 ;0 ;-32 ;
439 ;0:02.22 ;2439 ;0 ;17.5 ;11.8 ;0.850 ;0 ;-32 ;
439 ;0:02.23 ;2484 ;0 ;18.7 ;12.0 ;0.850 ;0 ;-35 ;
439 ;0:02.24 ;2460 ;0 ;18.2 ;11.9 ;0.850 ;0 ;-34 ;
439 ;0:02.25 ;2464 ;0 ;18.2 ;11.9 ;0.850 ;0 ;-34 ;
439 ;0:02.26 ;2465 ;0 ;18.5 ;11.9 ;0.850 ;0 ;-35 ;
439 ;0:02.27 ;2465 ;0 ;18.5 ;12.2 ;0.850 ;0 ;-34 ;
439 ;0:02.28 ;2513 ;0 ;18.5 ;12.2 ;0.850 ;0 ;-34 ;
439 ;0:02.29 ;2484 ;0 ;18.9 ;12.0 ;0.850 ;0 ;-36 ;
439 ;0:02.30 ;2418 ;0 ;18.9 ;11.7 ;0.850 ;0 ;-38 ;
439 ;0:02.31 ;2408 ;0 ;19.1 ;11.7 ;0.850 ;0 ;-38 ;
439 ;0:02.32 ;2467 ;0 ;18.6 ;11.9 ;0.850 ;0 ;-36 ;
439 ;0:02.33 ;2467 ;0 ;18.6 ;11.9 ;0.850 ;0 ;-36 ;
439 ;0:02.34 ;2478 ;0 ;18.1 ;12.0 ;0.850 ;0 ;-33 ;
439 ;0:02.35 ;2483 ;0 ;18.7 ;12.0 ;0.850 ;0 ;-35 ;
439 ;0:02.36 ;2484 ;0 ;18.7 ;12.0 ;0.850 ;0 ;-35 ;
439 ;0:02.37 ;2438 ;0 ;19.3 ;11.8 ;0.850 ;0 ;-38 ;
439 ;0:02.38 ;2438 ;0 ;19.3 ;11.7 ;0.850 ;0 ;-39 ;
439 ;0:02.39 ;2418 ;0 ;18.9 ;11.7 ;0.850 ;0 ;-38 ;
439 ;0:02.40 ;2410 ;0 ;18.8 ;11.7 ;0.850 ;0 ;-37 ;
439 ;0:02.41 ;2430 ;0 ;18.8 ;11.8 ;0.850 ;0 ;-37 ;
439 ;0:02.42 ;2476 ;0 ;19.3 ;12.0 ;0.850 ;0 ;-37 ;
439 ;0:02.43 ;2456 ;0 ;19.4 ;11.9 ;0.850 ;0 ;-38 ;
439 ;0:02.44 ;2456 ;0 ;19.4 ;11.9 ;0.850 ;0 ;-38 ;
439 ;0:02.45 ;2456 ;0 ;19.5 ;11.9 ;0.850 ;0 ;-38 ;
439 ;0:02.46 ;2435 ;0 ;19.1 ;11.8 ;0.850 ;0 ;-38 ;
439 ;0:02.47 ;2468 ;0 ;19.1 ;11.9 ;0.850 ;0 ;-37 ;
439 ;0:02.48 ;2433 ;0 ;19.9 ;11.8 ;0.850 ;0 ;-40 ;
439 ;0:02.49 ;2433 ;0 ;18.4 ;11.5 ;0.850 ;0 ;-37 ;
439 ;0:02.50 ;2375 ;0 ;18.4 ;11.5 ;0.850 ;0 ;-37 ;
439 ;0:02.51 ;2396 ;0 ;20.0 ;11.6 ;0.850 ;0 ;-42 ;
439 ;0:02.52 ;2462 ;0 ;19.3 ;11.9 ;0.850 ;0 ;-38 ;
439 ;0:02.53 ;2471 ;0 ;19.3 ;12.0 ;0.850 ;0 ;-37 ;
439 ;0:02.54 ;2471 ;0 ;19.5 ;11.9 ;0.850 ;0 ;-38 ;
439 ;0:02.55 ;2468 ;0 ;18.8 ;11.9 ;0.850 ;0 ;-36 ;
439 ;0:02.56 ;2435 ;0 ;18.8 ;11.8 ;0.850 ;0 ;-37 ;
439 ;0:02.57 ;2419 ;0 ;20.0 ;11.7 ;0.850 ;0 ;-41 ;
439 ;0:02.58 ;2415 ;0 ;19.6 ;11.7 ;0.850 ;0 ;-40 ;
439 ;0:02.59 ;2385 ;0 ;19.6 ;11.5 ;0.850 ;0 ;-41 ;
439 ;0:02.60 ;2385 ;0 ;19.9 ;11.5 ;0.850 ;0 ;-42 ;
439 ;0:02.61 ;2398 ;0 ;20.0 ;11.6 ;0.850 ;0 ;-42 ;
439 ;0:02.62 ;2419 ;0 ;20.0 ;11.7 ;0.850 ;0 ;-41 ;
439 ;0:02.63 ;2405 ;0 ;19.8 ;11.6 ;0.850 ;0 ;-41 ;
439 ;0:02.64 ;2410 ;0 ;19.9 ;11.7 ;0.850 ;0 ;-41 ;
439 ;0:02.65 ;2410 ;0 ;19.9 ;11.7 ;0.850 ;0 ;-41 ;
439 ;0:02.66 ;2392 ;0 ;20.3 ;11.6 ;0.850 ;0 ;-42 ;
439 ;0:02.67 ;2395 ;0 ;19.0 ;11.6 ;0.850 ;0 ;-38 ;
439 ;0:02.68 ;2374 ;0 ;19.0 ;11.5 ;0.850 ;0 ;-39 ;
439 ;0:02.69 ;2367 ;0 ;21.1 ;11.5 ;0.850 ;0 ;-45 ;
439 ;0:02.70 ;2367 ;0 ;19.9 ;11.5 ;0.850 ;0 ;-42 ;
439 ;0:02.71 ;2382 ;0 ;19.9 ;11.5 ;0.850 ;0 ;-42 ;
439 ;0:02.72 ;2419 ;0 ;20.1 ;11.7 ;0.850 ;0 ;-41 ;
439 ;0:02.73 ;2368 ;0 ;20.8 ;11.5 ;0.850 ;0 ;-44 ;
439 ;0:02.74 ;2315 ;0 ;20.8 ;11.2 ;0.850 ;0 ;-46 ;
439 ;0:02.75 ;2315 ;0 ;20.1 ;11.2 ;0.850 ;0 ;-44 ;
439 ;0:02.76 ;2304 ;0 ;21.0 ;11.2 ;0.850 ;0 ;-46 ;
439 ;0:02.77 ;2345 ;0 ;21.0 ;11.4 ;0.850 ;0 ;-45 ;
439 ;0:02.78 ;2360 ;0 ;21.0 ;11.4 ;0.850 ;0 ;-45 ;
439 ;0:02.79 ;2360 ;0 ;20.5 ;11.4 ;0.850 ;0 ;-44 ;
439 ;0:02.80 ;2355 ;0 ;20.5 ;11.4 ;0.850 ;0 ;-44 ;
439 ;0:02.81 ;2337 ;0 ;20.5 ;11.3 ;0.850 ;0 ;-44 ;
439 ;0:02.82 ;2333 ;0 ;20.4 ;11.3 ;0.850 ;0 ;-44 ;
439 ;0:02.83 ;2297 ;0 ;20.1 ;11.1 ;0.850 ;0 ;-44 ;
439 ;0:02.84 ;2297 ;0 ;20.1 ;11.1 ;0.850 ;0 ;-44 ;
439 ;0:02.85 ;2293 ;0 ;20.5 ;11.1 ;0.850 ;0 ;-45 ;
439 ;0:02.86 ;2285 ;0 ;20.5 ;11.1 ;0.850 ;0 ;-45 ;
